entry_id,redox_couple,oxidized_species,reduced_species,E0_V_vs_SHE,pH,temperature_K,oxidized_MP_ID,reduced_MP_ID,oxidized_spacegroup,reduced_spacegroup,oxidized_crystal_system,reduced_crystal_system,reference_DOI,half_reaction
363,Pb2+/Pb(T=273K),Pb2+,Pb,-0.125,0.0,273.15,mp-1518,mp-1518,P63/mmc,Fm-3m,Hexagonal,Cubic,10.1063/1.555839,Pb2+/Pb at T=273K
364,Pb2+/Pb(T=323K),Pb2+,Pb,-0.127,0.0,323.15,mp-1518,mp-1518,P63/mmc,Fm-3m,Hexagonal,Cubic,10.1063/1.555839,Pb2+/Pb at T=323K
365,Pb2+/Pb(T=348K),Pb2+,Pb,-0.128,0.0,348.15,mp-1518,mp-1518,P63/mmc,Fm-3m,Hexagonal,Cubic,10.1063/1.555839,Pb2+/Pb at T=348K
366,Pb2+/Pb(T=373K),Pb2+,Pb,-0.129,0.0,373.15,mp-1518,mp-1518,P63/mmc,Fm-3m,Hexagonal,Cubic,10.1063/1.555839,Pb2+/Pb at T=373K
367,Cd2+/Cd(T=273K),Cd2+,Cd,-0.401,0.0,273.15,mp-1519,mp-1519,P63/mmc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Cd2+/Cd at T=273K
368,Cd2+/Cd(T=323K),Cd2+,Cd,-0.405,0.0,323.15,mp-1519,mp-1519,P63/mmc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Cd2+/Cd at T=323K
369,Cd2+/Cd(T=348K),Cd2+,Cd,-0.408,0.0,348.15,mp-1519,mp-1519,P63/mmc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Cd2+/Cd at T=348K
370,Cd2+/Cd(T=373K),Cd2+,Cd,-0.41,0.0,373.15,mp-1519,mp-1519,P63/mmc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Cd2+/Cd at T=373K
371,Sn2+/Sn(T=273K),Sn2+,Sn,-0.139,0.0,273.15,mp-117,mp-117,P63/mmc,I41/amd,Hexagonal,Tetragonal,10.1063/1.555839,Sn2+/Sn at T=273K
372,Sn2+/Sn(T=323K),Sn2+,Sn,-0.141,0.0,323.15,mp-117,mp-117,P63/mmc,I41/amd,Hexagonal,Tetragonal,10.1063/1.555839,Sn2+/Sn at T=323K
373,Sn2+/Sn(T=348K),Sn2+,Sn,-0.143,0.0,348.15,mp-117,mp-117,P63/mmc,I41/amd,Hexagonal,Tetragonal,10.1063/1.555839,Sn2+/Sn at T=348K
374,Sn2+/Sn(T=373K),Sn2+,Sn,-0.144,0.0,373.15,mp-117,mp-117,P63/mmc,I41/amd,Hexagonal,Tetragonal,10.1063/1.555839,Sn2+/Sn at T=373K
375,Fe2+/Fe(T=273K),Fe2+,Fe,-0.446,0.0,273.15,mp-19006,mp-13,Fm-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,Fe2+/Fe at T=273K
376,Fe2+/Fe(T=323K),Fe2+,Fe,-0.448,0.0,323.15,mp-19006,mp-13,Fm-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,Fe2+/Fe at T=323K
377,Fe2+/Fe(T=348K),Fe2+,Fe,-0.45,0.0,348.15,mp-19006,mp-13,Fm-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,Fe2+/Fe at T=348K
378,Fe2+/Fe(T=373K),Fe2+,Fe,-0.451,0.0,373.15,mp-19006,mp-13,Fm-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,Fe2+/Fe at T=373K
379,Mn2+/Mn(T=273K),Mn2+,Mn,-1.178,0.0,273.15,mp-19017,mp-1018,Pnma,I-43m,Orthorhombic,Cubic,10.1063/1.555839,Mn2+/Mn at T=273K
380,Mn2+/Mn(T=323K),Mn2+,Mn,-1.182,0.0,323.15,mp-19017,mp-1018,Pnma,I-43m,Orthorhombic,Cubic,10.1063/1.555839,Mn2+/Mn at T=323K
381,Mn2+/Mn(T=348K),Mn2+,Mn,-1.183,0.0,348.15,mp-19017,mp-1018,Pnma,I-43m,Orthorhombic,Cubic,10.1063/1.555839,Mn2+/Mn at T=348K
382,Mn2+/Mn(T=373K),Mn2+,Mn,-1.185,0.0,373.15,mp-19017,mp-1018,Pnma,I-43m,Orthorhombic,Cubic,10.1063/1.555839,Mn2+/Mn at T=373K
383,Cr3+/Cr(T=273K),Cr3+,Cr,-0.743,0.0,273.15,mp-19317,mp-90,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Cr3+/Cr at T=273K
384,Cr3+/Cr(T=323K),Cr3+,Cr,-0.745,0.0,323.15,mp-19317,mp-90,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Cr3+/Cr at T=323K
385,Cr3+/Cr(T=348K),Cr3+,Cr,-0.747,0.0,348.15,mp-19317,mp-90,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Cr3+/Cr at T=348K
386,Cr3+/Cr(T=373K),Cr3+,Cr,-0.748,0.0,373.15,mp-19317,mp-90,R-3c,Im-3m,Rhombohedral,Cubic,10.1063/1.555839,Cr3+/Cr at T=373K
387,Benzoquinone/Hydroquinone(pH7),C6H4O2,C6H4(OH)2,0.099,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Benzoquinone/Hydroquinone(pH7) + 2H+ + 2e- -> reduced form
388,Naphthoquinone/Naphthohydroquinone(pH7),C10H6O2,C10H6(OH)2,-0.12,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Naphthoquinone/Naphthohydroquinone(pH7) + 2H+ + 2e- -> reduced form
389,Anthraquinone/Anthrahydroquinone(pH7),C14H8O2,C14H8(OH)2,-0.45,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Anthraquinone/Anthrahydroquinone(pH7) + 2H+ + 2e- -> reduced form
390,2-Methylanthraquinone/2-Methylanthrahydroquinone(pH7),C14H7(CH3)O2,C14H7(CH3)(OH)2,-0.63,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Methylanthraquinone/2-Methylanthrahydroquinone(pH7) + 2H+ + 2e- -> reduced form
391,2-Hydroxyanthraquinone/2-Hydroxyanthrahydroquinone(pH7),C14H7(OH)O2,C14H7(OH)(OH)2,-0.55,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Hydroxyanthraquinone/2-Hydroxyanthrahydroquinone(pH7) + 2H+ + 2e- -> reduced form
392,Benzoquinone/Hydroquinone(pH14),C6H4O2,C6H4(OH)2,-0.713,14.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Benzoquinone/Hydroquinone(pH14) + 2H+ + 2e- -> reduced form
393,Naphthoquinone/Naphthohydroquinone(pH14),C10H6O2,C10H6(OH)2,-0.932,14.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Naphthoquinone/Naphthohydroquinone(pH14) + 2H+ + 2e- -> reduced form
394,Anthraquinone/Anthrahydroquinone(pH14),C14H8O2,C14H8(OH)2,-1.262,14.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Anthraquinone/Anthrahydroquinone(pH14) + 2H+ + 2e- -> reduced form
395,2-Methylanthraquinone/2-Methylanthrahydroquinone(pH14),C14H7(CH3)O2,C14H7(CH3)(OH)2,-1.442,14.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Methylanthraquinone/2-Methylanthrahydroquinone(pH14) + 2H+ + 2e- -> reduced form
396,2-Hydroxyanthraquinone/2-Hydroxyanthrahydroquinone(pH14),C14H7(OH)O2,C14H7(OH)(OH)2,-1.362,14.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Hydroxyanthraquinone/2-Hydroxyanthrahydroquinone(pH14) + 2H+ + 2e- -> reduced form
397,"2,6-Dichlorobenzoquinone/2,6-Dichlorohydroquinone(pH7)",C6H2Cl2O2,C6H2Cl2(OH)2,0.11,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2,6-Dichlorobenzoquinone/2,6-Dichlorohydroquinone(pH7) + 2H+ + 2e- -> reduced form"
398,Tetrachlorobenzoquinone/Chloranil(pH7),C6Cl4O2,C6Cl4(OH)2,0.39,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Tetrachlorobenzoquinone/Chloranil(pH7) + 2H+ + 2e- -> reduced form
399,Duroquinone/Durohydroquinone(pH7),C6(CH3)4O2,C6(CH3)4(OH)2,-0.089,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Duroquinone/Durohydroquinone(pH7) + 2H+ + 2e- -> reduced form
400,"2,5-Dimethylbenzoquinone/2,5-Dimethylhydroquinone(pH7)",C6H2(CH3)2O2,C6H2(CH3)2(OH)2,-0.019,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2,5-Dimethylbenzoquinone/2,5-Dimethylhydroquinone(pH7) + 2H+ + 2e- -> reduced form"
401,2-Chlorobenzoquinone/2-Chlorohydroquinone(pH7),C6H3ClO2,C6H3Cl(OH)2,0.06,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Chlorobenzoquinone/2-Chlorohydroquinone(pH7) + 2H+ + 2e- -> reduced form
402,2-Bromobenzoquinone/2-Bromohydroquinone(pH7),C6H3BrO2,C6H3Br(OH)2,0.07,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Bromobenzoquinone/2-Bromohydroquinone(pH7) + 2H+ + 2e- -> reduced form
403,"1,2-Benzoquinone/1,2-Dihydroxybenzene(pH7)",C6H4O2,C6H4(OH)2,0.19,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"1,2-Benzoquinone/1,2-Dihydroxybenzene(pH7) + 2H+ + 2e- -> reduced form"
404,"9,10-Phenanthrenequinone/Phenanthrenehydroquinone(pH7)",C14H8O2,C14H8(OH)2,-0.16,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"9,10-Phenanthrenequinone/Phenanthrenehydroquinone(pH7) + 2H+ + 2e- -> reduced form"
405,"5-Hydroxy-1,4-naphthoquinone/5-Hydroxy-1,4-naphthohydroquinone(pH7)",C10H5(OH)O2,C10H5(OH)(OH)2,-0.179,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"5-Hydroxy-1,4-naphthoquinone/5-Hydroxy-1,4-naphthohydroquinone(pH7) + 2H+ + 2e- -> reduced form"
406,"2-Methyl-1,4-naphthoquinone(VitaminK3)/2-Methyl-1,4-naphthohydroquinone(pH7)",C10H5(CH3)O2,C10H5(CH3)(OH)2,-0.139,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2-Methyl-1,4-naphthoquinone(VitaminK3)/2-Methyl-1,4-naphthohydroquinone(pH7) + 2H+ + 2e- -> reduced form"
407,Fe3+/Fe2+(pH3),Fe3+,Fe2+,0.653,3.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+(pH3) pH-dependent redox
408,Fe3+/Fe2+(pH5),Fe3+,Fe2+,0.535,5.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+(pH5) pH-dependent redox
409,Fe3+/Fe2+(pH9),Fe3+,Fe2+,0.299,9.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+(pH9) pH-dependent redox
410,Fe3+/Fe2+(pH11),Fe3+,Fe2+,0.181,11.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+(pH11) pH-dependent redox
411,MnO4-/MnO2(pH3),MnO4-,MnO2,1.236,3.0,298.15,mp-6773,mp-22526,Cmcm,P42/mnm,Orthorhombic,Tetragonal,10.1063/1.555839,MnO4-/MnO2(pH3) pH-dependent redox
412,MnO4-/MnO2(pH5),MnO4-,MnO2,1.118,5.0,298.15,mp-6773,mp-22526,Cmcm,P42/mnm,Orthorhombic,Tetragonal,10.1063/1.555839,MnO4-/MnO2(pH5) pH-dependent redox
413,MnO4-/MnO2(pH9),MnO4-,MnO2,0.882,9.0,298.15,mp-6773,mp-22526,Cmcm,P42/mnm,Orthorhombic,Tetragonal,10.1063/1.555839,MnO4-/MnO2(pH9) pH-dependent redox
414,MnO4-/MnO2(pH11),MnO4-,MnO2,0.764,11.0,298.15,mp-6773,mp-22526,Cmcm,P42/mnm,Orthorhombic,Tetragonal,10.1063/1.555839,MnO4-/MnO2(pH11) pH-dependent redox
415,O2/H2O(pH3),O2,H2O,1.052,3.0,298.15,mp-12957,mp-69705,Cmca,P2_1/c,Orthorhombic,Monoclinic,10.1063/1.555839,O2/H2O(pH3) pH-dependent redox
416,O2/H2O(pH5),O2,H2O,0.934,5.0,298.15,mp-12957,mp-69705,Cmca,P2_1/c,Orthorhombic,Monoclinic,10.1063/1.555839,O2/H2O(pH5) pH-dependent redox
417,O2/H2O(pH9),O2,H2O,0.698,9.0,298.15,mp-12957,mp-69705,Cmca,P2_1/c,Orthorhombic,Monoclinic,10.1063/1.555839,O2/H2O(pH9) pH-dependent redox
418,O2/H2O(pH11),O2,H2O,0.58,11.0,298.15,mp-12957,mp-69705,Cmca,P2_1/c,Orthorhombic,Monoclinic,10.1063/1.555839,O2/H2O(pH11) pH-dependent redox
419,H+/H2(pH3),H+,H2,-0.177,3.0,298.15,N/A,N/A,N/A,N/A,N/A,N/A,10.1063/1.555839,H+/H2(pH3) pH-dependent redox
420,H+/H2(pH5),H+,H2,-0.295,5.0,298.15,N/A,N/A,N/A,N/A,N/A,N/A,10.1063/1.555839,H+/H2(pH5) pH-dependent redox
421,H+/H2(pH9),H+,H2,-0.531,9.0,298.15,N/A,N/A,N/A,N/A,N/A,N/A,10.1063/1.555839,H+/H2(pH9) pH-dependent redox
422,H+/H2(pH11),H+,H2,-0.649,11.0,298.15,N/A,N/A,N/A,N/A,N/A,N/A,10.1063/1.555839,H+/H2(pH11) pH-dependent redox
423,Cr2O7(2-)/Cr3+(pH3),Cr2O7(2-),Cr3+,1.03,3.0,298.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr2O7(2-)/Cr3+(pH3) pH-dependent redox
424,Cr2O7(2-)/Cr3+(pH5),Cr2O7(2-),Cr3+,0.79,5.0,298.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr2O7(2-)/Cr3+(pH5) pH-dependent redox
425,Cr2O7(2-)/Cr3+(pH9),Cr2O7(2-),Cr3+,0.31,9.0,298.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr2O7(2-)/Cr3+(pH9) pH-dependent redox
426,Cr2O7(2-)/Cr3+(pH11),Cr2O7(2-),Cr3+,0.07,11.0,298.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr2O7(2-)/Cr3+(pH11) pH-dependent redox
427,Cl2/Cl-(pH3),Cl2,Cl-,1.358,3.0,298.15,mp-23153,mp-23208,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cl2/Cl-(pH3) pH-dependent redox
428,Cl2/Cl-(pH5),Cl2,Cl-,1.358,5.0,298.15,mp-23153,mp-23208,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cl2/Cl-(pH5) pH-dependent redox
429,Cl2/Cl-(pH9),Cl2,Cl-,1.358,9.0,298.15,mp-23153,mp-23208,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cl2/Cl-(pH9) pH-dependent redox
430,Cl2/Cl-(pH11),Cl2,Cl-,1.358,11.0,298.15,mp-23153,mp-23208,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cl2/Cl-(pH11) pH-dependent redox
431,Br2/Br-(pH3),Br2,Br-,1.087,3.0,298.15,mp-23154,mp-23209,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Br2/Br-(pH3) pH-dependent redox
432,Br2/Br-(pH5),Br2,Br-,1.087,5.0,298.15,mp-23154,mp-23209,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Br2/Br-(pH5) pH-dependent redox
433,Br2/Br-(pH9),Br2,Br-,1.087,9.0,298.15,mp-23154,mp-23209,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Br2/Br-(pH9) pH-dependent redox
434,Br2/Br-(pH11),Br2,Br-,1.087,11.0,298.15,mp-23154,mp-23209,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Br2/Br-(pH11) pH-dependent redox
435,I2/I-(pH3),I2,I-,0.536,3.0,298.15,mp-23155,mp-23210,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,I2/I-(pH3) pH-dependent redox
436,I2/I-(pH5),I2,I-,0.536,5.0,298.15,mp-23155,mp-23210,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,I2/I-(pH5) pH-dependent redox
437,I2/I-(pH9),I2,I-,0.536,9.0,298.15,mp-23155,mp-23210,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,I2/I-(pH9) pH-dependent redox
438,I2/I-(pH11),I2,I-,0.536,11.0,298.15,mp-23155,mp-23210,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,I2/I-(pH11) pH-dependent redox
439,TEMPO+/TEMPO,TEMPO+,TEMPO,0.74,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,TEMPO+/TEMPO + e- -> reduced form
440,TEMPO/TEMPOH,TEMPO,TEMPOH,0.28,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,TEMPO/TEMPOH + e- -> reduced form
441,4-OH-TEMPO+/4-OH-TEMPO,4-OH-TEMPO+,4-OH-TEMPO,0.79,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,4-OH-TEMPO+/4-OH-TEMPO + e- -> reduced form
442,4-NH2-TEMPO+/4-NH2-TEMPO,4-NH2-TEMPO+,4-NH2-TEMPO,0.66,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,4-NH2-TEMPO+/4-NH2-TEMPO + e- -> reduced form
443,4-COOH-TEMPO+/4-COOH-TEMPO,4-COOH-TEMPO+,4-COOH-TEMPO,0.83,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,4-COOH-TEMPO+/4-COOH-TEMPO + e- -> reduced form
444,4-CH3O-TEMPO+/4-CH3O-TEMPO,4-CH3O-TEMPO+,4-CH3O-TEMPO,0.61,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,4-CH3O-TEMPO+/4-CH3O-TEMPO + e- -> reduced form
445,4-CN-TEMPO+/4-CN-TEMPO,4-CN-TEMPO+,4-CN-TEMPO,0.88,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,4-CN-TEMPO+/4-CN-TEMPO + e- -> reduced form
446,Methyl viologen(2+)/Methyl viologen(+),MV2+,MV+,-0.45,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Methyl viologen(2+)/Methyl viologen(+) + e- -> reduced form
447,Methyl viologen(+)/Methyl viologen(0),MV+,MV0,-0.81,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Methyl viologen(+)/Methyl viologen(0) + e- -> reduced form
448,Ethyl viologen(2+)/Ethyl viologen(+),EV2+,EV+,-0.45,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Ethyl viologen(2+)/Ethyl viologen(+) + e- -> reduced form
449,Benzyl viologen(2+)/Benzyl viologen(+),BV2+,BV+,-0.35,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Benzyl viologen(2+)/Benzyl viologen(+) + e- -> reduced form
450,Ferrocenium/Ferrocene,Fc+,Fc,0.4,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Ferrocenium/Ferrocene + e- -> reduced form
451,Ferrocene-carboxylic acid+/Ferrocene-carboxylic acid,Fc-COOH+,Fc-COOH,0.51,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Ferrocene-carboxylic acid+/Ferrocene-carboxylic acid + e- -> reduced form
452,Ferrocene-methanol+/Ferrocene-methanol,Fc-CH2OH+,Fc-CH2OH,0.42,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Ferrocene-methanol+/Ferrocene-methanol + e- -> reduced form
453,Acetylferrocenium/Acetylferrocene,AcFc+,AcFc,0.53,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Acetylferrocenium/Acetylferrocene + e- -> reduced form
454,"1,1'-Diacetylferrocenium/1,1'-Diacetylferrocene",DiAcFc+,DiAcFc,0.64,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,"1,1'-Diacetylferrocenium/1,1'-Diacetylferrocene + e- -> reduced form"
455,Decamethylferrocenium/Decamethylferrocene,DmFc+,DmFc,-0.48,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Decamethylferrocenium/Decamethylferrocene + e- -> reduced form
456,Phenothiazine+/Phenothiazine,PTZ+,PTZ,0.73,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Phenothiazine+/Phenothiazine + e- -> reduced form
457,Methylene blue(ox)/Methylene blue(red),MB+,MBH2+,0.011,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Methylene blue(ox)/Methylene blue(red) + e- -> reduced form
458,Phenazine/Phenazine-reduced,Phenazine,Dihydrophenazine,-0.25,7.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1039/D3DD00091E,Phenazine/Phenazine-reduced + e- -> reduced form
459,LiMn2O4/LiMn2O4(discharged),Mn2O4,LiMn2O4,4.1,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiMn2O4/LiMn2O4(discharged) spinel redox
460,Li4Ti5O12/Li7Ti5O12,Li4Ti5O12,Li7Ti5O12,1.55,7.0,298.15,mp-5560,mp-5561,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,Li4Ti5O12/Li7Ti5O12 spinel redox
461,LiNi0.5Mn1.5O4/Ni0.5Mn1.5O4,Ni0.5Mn1.5O4,LiNi0.5Mn1.5O4,4.7,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiNi0.5Mn1.5O4/Ni0.5Mn1.5O4 spinel redox
462,LiCo2O4/Co2O4,Co2O4,LiCo2O4,4.3,7.0,298.15,mp-18712,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiCo2O4/Co2O4 spinel redox
463,LiCu0.5Mn1.5O4/Cu0.5Mn1.5O4,Cu0.5Mn1.5O4,LiCu0.5Mn1.5O4,4.9,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiCu0.5Mn1.5O4/Cu0.5Mn1.5O4 spinel redox
464,LiFe0.5Mn1.5O4/Fe0.5Mn1.5O4,Fe0.5Mn1.5O4,LiFe0.5Mn1.5O4,4.1,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiFe0.5Mn1.5O4/Fe0.5Mn1.5O4 spinel redox
465,LiCr0.5Mn1.5O4/Cr0.5Mn1.5O4,Cr0.5Mn1.5O4,LiCr0.5Mn1.5O4,4.5,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiCr0.5Mn1.5O4/Cr0.5Mn1.5O4 spinel redox
466,LiAl0.5Mn1.5O4/Al0.5Mn1.5O4,Al0.5Mn1.5O4,LiAl0.5Mn1.5O4,4.3,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiAl0.5Mn1.5O4/Al0.5Mn1.5O4 spinel redox
467,LiZn0.5Mn1.5O4/Zn0.5Mn1.5O4,Zn0.5Mn1.5O4,LiZn0.5Mn1.5O4,4.2,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiZn0.5Mn1.5O4/Zn0.5Mn1.5O4 spinel redox
468,LiMg0.5Mn1.5O4/Mg0.5Mn1.5O4,Mg0.5Mn1.5O4,LiMg0.5Mn1.5O4,4.1,7.0,298.15,mp-18713,mp-18712,Fd-3m,Fd-3m,Cubic,Cubic,10.1021/acs.chemmater.9b02766,LiMg0.5Mn1.5O4/Mg0.5Mn1.5O4 spinel redox
469,LiLaCoO3/LaCoO3,LaCoO3,LiLaCoO3,3.6,7.0,298.15,mp-4296,mp-4296,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1038/s41586-020-2639-3,LiLaCoO3/LaCoO3 perovskite redox
470,LiLaNiO3/LaNiO3,LaNiO3,LiLaNiO3,3.8,7.0,298.15,mp-4296,mp-4296,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1038/s41586-020-2639-3,LiLaNiO3/LaNiO3 perovskite redox
